emp_id,first_nm,last_nm,email,DOB,Gender,ph_num,hire_date,primary_skill,dept_nm,designation,management_level,ingest_timestamp,load_key
E00029,Tanya,Cooley,alan18@example.net,12/20/1993,M,4032047775,12/27/2022,Financial_Reporting,Finance_Accounting,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00030,Bryan,Lambert,kennedyshelby@example.com,9/22/1960,M,4594361195,5/29/2022,CRM - Zendesk,Customer_Support,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00031,Craig,Clark,fhill@example.net,4/8/1981,M,7826174864,7/5/2012,Campaign_Management,Sales_Marketing,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00032,Kayla,Reynolds,carrie54@example.org,3/17/1965,M,9283710900,12/20/2010,Ticketing_Systems,Customer_Support,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00033,Denise,Rice,russellroger@example.com,10/7/1984,F,3432516372,11/6/2015,CRM - Salesforce,Sales_Marketing,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00034,Melissa,Ball,loriberry@example.org,9/6/1990,F,869090879,12/14/2013,Accounting - Tally,Finance_Accounting,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00035,Penny,Avila,emily33@example.net,2/24/1982,M,3349007650,1/17/2016,Version Control - Git,Software_Development,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00036,Sarah,Morgan,dguzman@example.org,11/21/1993,F,2034289063,2/9/2011,Agile - Scrum,Product_Management,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00037,Emily,Williams,matthew64@example.net,6/16/1976,M,770219582,11/14/2018,Programming - JavaScript,Software_Development,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00038,Evan,Miller,anne08@example.net,12/5/1999,M,4977716554,12/25/2012,Customer_Service - Email,Customer_Support,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00039,Daniel,Brown,ublack@example.com,10/24/1977,M,64076272,8/6/2013,Risk_Management,Cybersecurity,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00040,Bianca,Brown,gordonmatthew@example.com,10/5/1985,M,2784416296,3/28/2019,Security - Network,Cybersecurity,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00041,Lisa,Murphy,davidvaldez@example.org,3/9/1999,M,8565532388,8/10/2020,CRM - Salesforce,Sales_Marketing,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00042,Laura,Davis,hectordavis@example.com,9/27/1992,M,1766414684,1/16/2012,Digital_Marketing - SEM,Sales_Marketing,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00043,Susan,Oliver,tammybartlett@example.net,5/6/1981,F,2130011980,1/20/2025,CRM - Zendesk,Customer_Support,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00044,Tara,Miller,kimwells@example.com,3/8/1985,F,1606180095,6/19/2013,Visualization - Power_BI,Data_Analytics,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00045,Michael,Mann,jimmyballard@example.com,8/2/1993,M,3075863800,7/30/2020,Data_Analysis - Python,Data_Analytics,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00046,Dana,Thomas,stonejennifer@example.org,9/14/1971,F,7947420177,10/4/2013,Digital_Marketing - SEO,Sales_Marketing,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00047,Christopher,Crawford,kathleencole@example.com,10/2/1998,M,9567941462,4/11/2013,Programming - JavaScript,Software_Development,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00048,Shannon,Weiss,erichardson@example.com,5/5/1987,F,8316977352,12/23/2017,Recruitment - Sourcing,Human_Resources,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00049,Micheal,Patel,xrogers@example.com,9/23/1966,M,259088597,6/20/2017,Requirement_Gathering,Product_Management,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00050,Logan,Wilcox,casesarah@example.com,1/16/1996,M,9331991016,7/19/2022,Product_Roadmapping,Product_Management,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00051,Nicole,Summers,xhughes@example.net,6/20/1983,F,8269954980,3/5/2019,Visualization - Tableau,Data_Analytics,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00052,Melissa,Hamilton,davidoliver@example.org,8/26/1999,M,6097122000,8/1/2015,Digital_Marketing - SEO,Sales_Marketing,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00053,Christopher,Thornton,novakbrenda@example.com,12/25/1987,M,4216082744,9/1/2017,Bug_Tracking,Quality_Assurance,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00054,Robert,Hanson,ykennedy@example.org,1/17/1963,M,5988846798,2/24/2024,Risk_Management,Cybersecurity,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00055,Theodore,Duran,nataliefitzpatrick@example.com,6/22/1986,M,8619940562,7/22/2024,Programming - Python,Software_Development,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00056,Steven,Cardenas,xtate@example.org,6/16/1973,M,267198416,5/15/2021,Testing - Automation,Quality_Assurance,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00057,Deanna,Hutchinson,zwatts@example.com,8/4/1977,F,1083322179,10/26/2018,Version Control - Git,Software_Development,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00058,Amanda,Allen,montgomerycindy@example.org,1/10/1999,M,5628320632,6/16/2021,Bug_Tracking,Quality_Assurance,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00059,Nicholas,Olsen,vegabruce@example.net,10/8/1968,M,3303831813,5/8/2013,Product_Roadmapping,Product_Management,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00060,Christina,Butler,lopezstephanie@example.com,3/23/1983,F,4740488715,1/28/2016,Bug_Tracking,Quality_Assurance,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00061,Stephen,Bird,kclark@example.com,7/23/1981,M,2826504335,10/5/2024,Version Control - Git,Software_Development,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00062,Rhonda,Henderson,chasebrian@example.org,2/11/1971,F,9741744261,11/27/2015,Software Architecture,Software_Development,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00063,Benjamin,Lewis,kruiz@example.org,1/16/1995,M,8579360613,5/31/2015,Competitive_Analysis,Product_Management,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00064,Thomas,Carpenter,rodriguezkaren@example.net,8/1/1995,M,5454661025,8/27/2023,Customer_Service - Email,Customer_Support,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00065,Melissa,Robertson,ewoods@example.com,11/23/1990,F,3841748701,5/8/2024,Testing - Manual,Quality_Assurance,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00066,Ashley,Nolan,smason@example.com,8/24/1987,M,8999600589,7/22/2010,CRM - Salesforce,Sales_Marketing,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00067,Shannon,Garcia,ztucker@example.com,2/10/1962,M,4913901899,11/11/2017,CRM - Salesforce,Sales_Marketing,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00068,Sabrina,May,veaton@example.org,4/5/1968,F,3605933785,11/30/2023,Risk_Management,Cybersecurity,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00069,Rachel,Morrow,bushtiffany@example.com,3/15/1979,F,3781286609,6/19/2022,Digital_Marketing - SEM,Sales_Marketing,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00070,Becky,Moran,williamsthomas@example.org,10/26/1966,F,1639793648,3/19/2017,Escalation_Management,Customer_Support,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00071,Alyssa,Cooper,shepherdrebecca@example.com,7/17/1978,M,6662059451,4/29/2024,Accounting - Tally,Finance_Accounting,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00072,Kenneth,Henry,douglasclark@example.org,12/9/1967,M,8305518573,9/11/2018,Bug_Tracking,Quality_Assurance,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00073,Andrew,Sanders,johnmeyer@example.org,8/3/1990,M,8069651603,3/19/2012,Visualization - Tableau,Data_Analytics,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00074,Kevin,Brooks,christopher52@example.com,6/3/1997,M,2326156719,1/10/2021,Version Control - Git,Software_Development,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00075,Matthew,Smith,wburke@example.org,1/6/1978,M,5665349378,5/5/2012,Campaign_Management,Sales_Marketing,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00076,Joseph,Fitzpatrick,freemanashley@example.org,1/27/1997,M,5556557392,2/8/2024,Agile - Scrum,Product_Management,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00077,Nathan,Cordova,zcole@example.com,10/20/1991,M,3882633568,12/29/2020,Visualization - Tableau,Data_Analytics,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00078,Nathaniel,Brown,tdiaz@example.org,9/26/1981,M,5292709053,5/8/2016,Compliance - ISO27001,Cybersecurity,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00079,Ashley,Carpenter,margarethouse@example.org,5/17/1986,F,8274676605,2/21/2019,Recruitment - Sourcing,Human_Resources,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00080,Rebecca,Harrison,lisahendrix@example.org,4/4/1994,F,1665914194,6/20/2017,Programming - Python,Software_Development,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00081,Jennifer,Smith,kristin44@example.net,5/17/1975,F,4613438706,2/9/2015,Technical_Product_Knowledge,Sales_Marketing,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00082,John,Mendez,luis85@example.net,9/28/1971,M,4255634651,8/16/2024,Payroll_Management,Human_Resources,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00083,Denise,Acosta,terriwebb@example.net,6/12/1983,F,4329032726,5/7/2018,Bug_Tracking,Quality_Assurance,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00084,Patrick,Castro,thoward@example.net,3/3/1981,M,914670305,8/19/2023,Tools - Selenium,Quality_Assurance,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00085,Joshua,Romero,hartcathy@example.org,3/16/1996,M,9134833146,4/11/2024,Programming - JavaScript,Software_Development,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00086,Kenneth,Gordon,jenniferbird@example.com,10/31/1982,M,8857788108,3/28/2024,Bug_Tracking,Quality_Assurance,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00087,Crystal,Robinson,leebobby@example.org,7/15/1986,F,2863381984,8/23/2023,Security - Network,Cybersecurity,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00088,Michael,King,patriciajohnson@example.org,3/28/1986,M,8127940535,1/3/2016,Software Architecture,Software_Development,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00089,Laura,Lewis,tjones@example.com,1/9/1963,F,5952474025,4/9/2022,Data_Analysis - R,Data_Analytics,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00090,Cody,Nelson,lisastrong@example.net,9/3/1990,M,7351413424,4/15/2014,Customer_Service - Voice,Customer_Support,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00091,Michael,Johnson,johncox@example.org,3/3/1973,M,7308899568,3/17/2017,Testing - Manual,Quality_Assurance,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00092,Jason,Castillo,ilewis@example.org,2/13/1975,M,1982985750,5/25/2019,Network Management,IT_Operations,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00093,Zachary,Arroyo,chaneyjessica@example.org,8/6/1960,M,1596663962,12/15/2019,Digital_Marketing - SEO,Sales_Marketing,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00094,Lynn,Gonzalez,joelscott@example.org,1/2/1964,F,3758211463,2/9/2023,Programming - Python,Software_Development,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00095,Casey,Burgess,guerrerodavid@example.net,5/23/1966,M,7870356535,8/6/2014,Payroll_Management,Human_Resources,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00096,Roy,Sanchez,browningmargaret@example.com,4/29/1968,M,7765683332,4/9/2018,Budgeting_Forecasting,Finance_Accounting,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00097,William,Hicks,melissa33@example.org,3/13/1987,M,8832020945,6/6/2021,Data_Analysis - R,Data_Analytics,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00098,Briana,Graves,martineztracy@example.net,4/5/1978,F,972368534,5/30/2017,Data_Analysis - Python,Data_Analytics,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00099,Justin,Molina,michelle45@example.com,9/24/1971,M,2537325685,5/4/2013,Programming - Java,Software_Development,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00100,Robert,Anderson,jason83@example.net,11/16/1962,M,8888856245,1/8/2018,Recruitment - Interviewing,Human_Resources,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00101,Trevor,Mann,clarklisa@example.net,9/19/1964,M,1184827817,3/7/2024,Ticketing_Systems,Customer_Support,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00102,Keith,Martinez,christine77@example.net,7/3/1968,M,2882231514,4/5/2022,Competitive_Analysis,Product_Management,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00103,Justin,Frost,katherinegriffith@example.net,10/22/1967,M,3899821180,1/17/2018,Software Architecture,Software_Development,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00104,Kathy,Johnson,jesse83@example.org,8/8/1978,F,408529859,11/19/2015,Version Control - Git,Software_Development,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00105,Jonathan,Garcia,jacksimpson@example.org,5/23/1973,M,5988847896,12/9/2018,Competitive_Analysis,Product_Management,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00106,Emily,Foley,robertwilliams@example.net,1/13/1995,F,2738847982,8/29/2013,Visualization - Tableau,Data_Analytics,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00107,Adam,Patterson,hannadaniel@example.net,5/19/1966,M,3617012634,6/16/2015,Risk_Management,Cybersecurity,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00108,Patrick,Walker,kennethcombs@example.org,8/12/1977,M,6867621089,4/12/2018,HRIS_Systems,Human_Resources,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00109,Jeff,Johnson,juan03@example.com,5/28/1972,M,3355263528,9/23/2023,Cloud Platform - Azure,IT_Operations,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00110,Samuel,Ramos,alex64@example.com,3/30/1993,M,1227565561,8/17/2018,Customer_Service - Voice,Customer_Support,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00111,Erin,Frazier,manuelriggs@example.com,8/30/1965,F,1326755009,2/10/2013,Compliance - GAAP,Finance_Accounting,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00112,Jennifer,Montoya,elopez@example.com,9/8/1982,M,4082488557,6/11/2022,Version Control - Git,Software_Development,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00113,Jennifer,Medina,xholder@example.org,5/10/1980,M,2730561433,11/1/2023,Server Admin - Windows,IT_Operations,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00114,Breanna,Cooper,wagnerkeith@example.org,5/19/1978,F,7612510943,1/4/2024,Requirement_Gathering,Product_Management,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00115,Matthew,Valenzuela,isimmons@example.com,3/19/1978,M,3318745973,9/3/2024,Penetration_Testing,Cybersecurity,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00116,Jesse,Thomas,holmesdavid@example.net,9/25/1980,M,8815162301,10/12/2019,Budgeting_Forecasting,Finance_Accounting,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00117,Jessica,Schmidt,cbrewer@example.org,2/2/1963,F,3481350198,9/25/2020,Agile - Scrum,Product_Management,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00118,Jeremy,Pennington,blackjanet@example.com,6/17/1969,M,418839527,12/23/2018,Software Architecture,Software_Development,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00119,Shannon,Lawrence,jcarter@example.net,1/15/1994,F,7657258425,11/13/2016,Testing - Automation,Quality_Assurance,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00120,Luis,Mason,owilliams@example.com,2/26/1987,M,8486702733,7/9/2021,Tools - JIRA,Quality_Assurance,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00121,Jessica,Garcia,mariawilliams@example.org,10/16/1982,F,3856907048,8/7/2014,Budgeting_Forecasting,Finance_Accounting,Tech Lead,9,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00122,Jessica,Keller,chrisjordan@example.com,9/3/1991,F,6433868184,8/21/2010,Budgeting_Forecasting,Finance_Accounting,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00123,Kevin,Molina,vwright@example.net,7/16/1994,M,9172177407,7/20/2024,Escalation_Management,Customer_Support,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00124,Mark,Griffin,bushsheila@example.com,8/6/1989,M,7903633693,1/7/2013,Security - Network,Cybersecurity,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00125,Stefanie,Edwards,gcoleman@example.net,9/24/1997,F,5239070475,2/15/2018,Financial_Reporting,Finance_Accounting,Manager,7,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00126,Karen,Nelson,donnaharper@example.com,10/8/1960,F,8461589914,3/19/2021,Programming - JavaScript,Software_Development,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00127,Mark,Stephenson,xdaugherty@example.com,4/30/1984,M,3802179742,5/9/2025,Security - Application,Cybersecurity,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00128,Jeremy,Dorsey,amber73@example.net,10/18/1977,M,2332287934,3/27/2016,Budgeting_Forecasting,Finance_Accounting,Senior Associate,10,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00129,Amy,Martinez,nelsonnichole@example.net,2/19/1971,F,8381541760,7/17/2011,Data_Engineering - SQL,Data_Analytics,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00130,Sue,Ellison,quinndouglas@example.net,7/6/1973,M,8251352301,8/2/2023,Financial_Reporting,Finance_Accounting,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00131,Veronica,Carney,jeffery95@example.net,2/23/1960,M,8958098229,8/27/2021,Network Management,IT_Operations,Junior Associate,12,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00132,Andrea,Rojas,lstrong@example.net,2/24/1967,F,6235131921,2/10/2025,Recruitment - Interviewing,Human_Resources,Associate,11,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00133,Michelle,Everett,sarah56@example.org,3/1/1978,M,4801156341,7/11/2013,Recruitment - Interviewing,Human_Resources,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
E00134,Megan,Ross,michelle98@example.net,10/26/1967,F,4229925560,11/27/2014,Campaign_Management,Sales_Marketing,HR,8,2026-06-23 11:40:57.865495,LCK_20260623_114057_XAJI0Y
