emp_id,first_nm,last_nm,Email,DOB,Gender,Ph_Num,Hire_Date,Primary_Skill,dept_nm,Designation,management_level,ingest_timestamp,load_key
E01017,Ricky,Roach,alexisking@example.com,12/20/1966,M,2767342176,2/15/2011,Digital_Marketing - SEO,Sales_Marketing,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01018,Christopher,Anderson,steelescott@example.org,1/1/1964,M,7511591809,3/31/2019,HRIS_Systems,Human_Resources,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01019,Cheryl,Kennedy,haasjenna@example.net,12/7/1961,M,314563918,3/3/2019,Server Admin - Linux,IT_Operations,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01020,Karen,Keller,jfisher@example.org,12/22/1990,F,1319006449,5/8/2011,Network Management,IT_Operations,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01021,Sandra,Nguyen,michael99@example.com,3/10/1993,M,3663039549,5/7/2013,Product_Roadmapping,Product_Management,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01022,Emma,Hernandez,hawkinsriley@example.net,12/18/1986,F,9331970396,7/4/2010,Product_Roadmapping,Product_Management,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01023,Nicole,Madden,grant68@example.org,7/6/1970,M,2769309228,3/21/2013,CRM - Zendesk,Customer_Support,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01024,Gail,Baker,amandaclarke@example.com,4/11/1964,F,4171438893,4/8/2010,Visualization - Tableau,Data_Analytics,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01025,Deanna,Vasquez,mitchellwall@example.net,3/2/1993,F,8716342448,1/18/2017,Server Admin - Windows,IT_Operations,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01026,Matthew,Villa,spearsnicholas@example.net,1/10/1961,M,2666649111,5/19/2011,Programming - Java,Software_Development,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01027,Lori,Hicks,rhondahull@example.com,4/29/1992,M,5024451861,4/8/2020,Campaign_Management,Sales_Marketing,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01028,John,Oneal,dwilliams@example.org,5/31/1981,M,958961179,7/12/2021,Compliance - ISO27001,Cybersecurity,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01029,Justin,Perez,ulee@example.com,7/26/1988,M,1417287962,12/2/2012,CRM - Salesforce,Sales_Marketing,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01030,Justin,Adams,catherineallen@example.net,9/3/1987,M,4252936839,9/2/2023,Programming - Python,Software_Development,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01031,Karen,Martinez,hollygrimes@example.org,8/28/1992,F,3974450675,10/6/2023,Programming - Java,Software_Development,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01032,Rhonda,Parker,tommydavis@example.net,9/4/1984,M,9463137407,6/1/2020,Stakeholder_Management,Product_Management,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01033,Antonio,Hernandez,stevenshaffer@example.net,3/9/1988,M,148280327,7/28/2023,Budgeting_Forecasting,Finance_Accounting,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01034,Alexandria,Mendoza,michaeltaylor@example.net,6/24/1973,F,5726138652,1/24/2025,Customer_Service - Voice,Customer_Support,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01035,Jeffrey,Castillo,larry09@example.net,2/12/1967,M,707751804,1/25/2020,CRM - Zendesk,Customer_Support,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01036,Anthony,Chavez,hursterika@example.org,6/3/1993,M,8806120542,3/3/2015,Programming - JavaScript,Software_Development,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01037,Mary,Hester,browndebra@example.com,2/13/1975,F,1182730474,11/2/2016,Version Control - Git,Software_Development,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01038,Jesse,Valdez,lwade@example.org,6/19/1974,M,9026519856,6/14/2011,Digital_Marketing - SEM,Sales_Marketing,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01039,Andrew,Hampton,amanda81@example.org,7/5/1968,M,242421849,12/31/2013,CRM - Salesforce,Sales_Marketing,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01040,Lisa,Knapp,bridget59@example.com,11/24/1991,M,957547683,1/22/2021,Programming - Python,Software_Development,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01041,Christopher,Clark,hsalazar@example.com,8/18/1991,M,3406066427,7/13/2013,Digital_Marketing - SEM,Sales_Marketing,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01042,Patrick,Mitchell,yvonnegonzalez@example.net,8/10/1962,M,829627847,3/30/2023,CRM - Zendesk,Customer_Support,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01043,Christopher,Durham,charlesmorrison@example.org,11/9/1966,M,5054624293,3/24/2019,Server Admin - Windows,IT_Operations,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01044,Laura,Newman,jason75@example.net,5/14/1962,M,1577968358,6/9/2019,Visualization - Power_BI,Data_Analytics,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01045,Christine,Rivas,kathybuchanan@example.com,4/14/1960,F,2279054843,11/9/2023,Server Admin - Windows,IT_Operations,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01046,Barbara,Christian,kimamy@example.net,4/12/1964,F,9143265058,11/22/2013,Technical_Product_Knowledge,Sales_Marketing,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01047,Sean,Martinez,katrinajoseph@example.net,8/21/1977,M,247648922,6/29/2016,Tools - JIRA,Quality_Assurance,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01048,Julia,Greer,kiaradavis@example.org,7/24/1968,M,8474019401,5/11/2016,Server Admin - Windows,IT_Operations,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01049,Andres,Riley,davidharris@example.org,5/25/1961,M,4148842610,2/27/2016,Cloud Platform - Azure,IT_Operations,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01050,Nicole,Kelly,ewilson@example.com,1/26/1965,F,6665934729,2/6/2017,Campaign_Management,Sales_Marketing,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01051,Leon,Thomas,michaelcampbell@example.com,6/4/1999,M,9235706093,5/12/2019,Security - Application,Cybersecurity,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01052,Joel,Howard,jonathanthompson@example.com,9/24/1965,M,663300375,10/19/2024,Digital_Marketing - SEO,Sales_Marketing,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01053,Joe,Morgan,cindyhill@example.com,4/26/1995,M,2064755097,5/4/2024,Data_Analysis - R,Data_Analytics,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01054,Mary,Ferguson,chris44@example.com,9/23/1970,M,2362367366,2/9/2013,Testing - Manual,Quality_Assurance,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01055,Morgan,Wiley,sgarcia@example.com,4/11/1978,F,4226418659,8/20/2013,Technical_Product_Knowledge,Sales_Marketing,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01056,Sarah,Ball,wdudley@example.com,12/20/1971,F,8628557728,5/19/2016,Customer_Service - Email,Customer_Support,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01057,Jessica,Stevens,hrogers@example.net,6/28/1982,F,6583418106,9/26/2015,Software Architecture,Software_Development,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01058,Stacey,Walker,johnathanwilliams@example.com,12/19/1975,F,7429661590,11/1/2018,Agile - Scrum,Product_Management,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01059,Paul,King,davidbenton@example.com,8/7/1979,M,1097329809,2/17/2011,CRM - Zendesk,Customer_Support,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01060,Sandra,Ellis,robertasanchez@example.net,12/27/1968,F,4301694421,12/20/2019,Campaign_Management,Sales_Marketing,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01061,Stephanie,Palmer,nhayes@example.org,6/27/1977,F,1948592205,2/26/2013,Stakeholder_Management,Product_Management,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01062,Virginia,Jones,leetracy@example.com,2/23/1976,F,489480026,8/6/2013,Budgeting_Forecasting,Finance_Accounting,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01063,Kimberly,Walker,warrenjeffery@example.com,1/22/1973,M,5279108093,4/11/2015,Recruitment - Interviewing,Human_Resources,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01064,Melissa,Collier,kimberly49@example.net,4/24/1998,F,9517284337,4/16/2013,Product_Roadmapping,Product_Management,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01065,Tyler,Hernandez,paulabishop@example.org,3/14/1966,M,3088535411,5/29/2023,Tools - JIRA,Quality_Assurance,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01066,Michelle,Miller,suttonchristina@example.org,7/9/1999,F,8270487673,10/3/2018,Recruitment - Sourcing,Human_Resources,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01067,Melanie,Nguyen,williamsjuan@example.com,12/14/1970,F,9821347163,12/14/2013,Programming - Java,Software_Development,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01068,Amber,Escobar,josephgraham@example.net,9/8/1980,M,3743906834,1/28/2012,Network Management,IT_Operations,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01069,Debbie,Romero,chapmanleah@example.org,6/9/1978,M,4417867900,11/29/2010,Employee_Engagement,Human_Resources,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01070,Jill,Wright,sdickson@example.org,10/16/1969,M,6584516101,4/12/2011,Programming - Java,Software_Development,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01071,Janet,Myers,torressusan@example.org,12/2/1969,M,7061282698,7/1/2021,Programming - Python,Software_Development,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01072,Alejandro,Wheeler,bobbymendoza@example.com,12/6/1995,M,89999272,8/20/2022,Penetration_Testing,Cybersecurity,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01073,Stephanie,Shields,tmcdonald@example.net,5/14/1967,M,5660891381,3/22/2024,Customer_Service - Voice,Customer_Support,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01074,Connie,Simpson,collinslaura@example.com,8/9/1988,F,1993560676,6/6/2011,Recruitment - Interviewing,Human_Resources,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01075,Richard,Mann,douglas77@example.com,4/4/1981,M,1390327829,4/9/2016,Programming - Java,Software_Development,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01076,Paul,Roberts,tmarshall@example.net,3/10/1992,M,8577908977,5/3/2024,Agile - Scrum,Product_Management,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01077,Tara,Stevens,mooreemma@example.org,5/8/1977,F,7552795359,9/17/2017,Server Admin - Windows,IT_Operations,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01078,Kristy,Smith,cmartin@example.com,5/9/1999,M,5600313843,7/28/2021,Recruitment - Sourcing,Human_Resources,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01079,Shannon,Campos,ebrady@example.net,6/29/1963,F,5008216354,11/4/2022,Agile - Scrum,Product_Management,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01080,Patricia,Downs,malonesandra@example.org,9/6/1983,F,1919580845,6/10/2017,Technical_Product_Knowledge,Sales_Marketing,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01081,Katelyn,Smith,zglenn@example.org,4/20/1986,F,778845084,3/30/2011,Server Admin - Windows,IT_Operations,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01082,Dustin,Spencer,robinsonkristi@example.com,3/25/1992,M,7878863470,3/9/2017,Server Admin - Windows,IT_Operations,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01083,Annette,Smith,wendymyers@example.net,5/7/1990,M,5989658336,5/9/2011,Agile - Scrum,Product_Management,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01084,Gregory,Henderson,eric64@example.org,2/1/1972,M,3972689876,11/4/2023,Customer_Service - Email,Customer_Support,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01085,Jacqueline,Bishop,hbennett@example.org,10/22/1975,F,1682772652,5/14/2019,Testing - Manual,Quality_Assurance,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01086,Eric,Hernandez,kellycurtis@example.com,10/4/1993,M,2659506234,1/12/2021,Programming - Python,Software_Development,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01087,Alexandra,Gordon,jonesmichael@example.net,5/15/1975,F,590342909,1/3/2013,Visualization - Power_BI,Data_Analytics,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01088,Sara,Richardson,nancyjohnson@example.net,7/21/1996,F,9537095251,8/15/2012,Version Control - Git,Software_Development,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01089,Brenda,Mcdonald,gregorylisa@example.org,8/6/1988,M,6510905020,1/15/2015,Penetration_Testing,Cybersecurity,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01090,Kevin,White,danielperez@example.com,1/11/1963,M,1898082422,12/12/2023,Requirement_Gathering,Product_Management,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01091,Karen,Beck,martinpatrick@example.com,4/13/1963,M,6371148601,1/2/2019,Visualization - Tableau,Data_Analytics,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01092,Sarah,Hunt,barrystewart@example.com,6/10/1962,M,7386199368,5/27/2016,Compliance - GAAP,Finance_Accounting,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01093,Daniel,Banks,kathleenmcdaniel@example.com,9/25/1988,M,6301423713,8/13/2020,Financial_Reporting,Finance_Accounting,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01094,Cynthia,Brooks,kaylapace@example.net,9/5/1964,M,652731486,7/15/2016,Digital_Marketing - SEM,Sales_Marketing,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01095,William,Fields,barneschristopher@example.net,2/17/1993,M,8700036957,5/15/2012,Network Management,IT_Operations,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01096,Richard,Coleman,hardinjessica@example.org,9/9/1966,M,5673731940,3/7/2021,Accounting - Tally,Finance_Accounting,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01097,Charles,Merritt,austinluis@example.net,11/8/1986,M,6911504930,8/27/2013,Programming - Java,Software_Development,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01098,Laura,Banks,travisjose@example.org,8/22/1993,F,3223786004,3/5/2012,Requirement_Gathering,Product_Management,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01099,Gregory,Spence,courtneymann@example.net,5/31/1979,M,4527588561,10/14/2019,Penetration_Testing,Cybersecurity,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01100,Brandon,King,morgan09@example.org,6/13/1996,M,4793927821,12/9/2013,Competitive_Analysis,Product_Management,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01101,Cheryl,Gutierrez,hendersonrandy@example.org,1/26/1992,F,2114633785,8/15/2021,Digital_Marketing - SEM,Sales_Marketing,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01102,Michelle,Rosales,jacobswendy@example.org,3/4/1982,F,8061389438,4/7/2020,Recruitment - Interviewing,Human_Resources,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01103,Jason,Evans,ugray@example.net,4/21/1972,M,7345907570,11/13/2024,Ticketing_Systems,Customer_Support,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01104,Christopher,Walsh,brandysmith@example.org,1/1/1965,M,3356740738,2/11/2023,Customer_Service - Email,Customer_Support,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01105,Timothy,Salinas,paulbryan@example.net,4/30/1998,M,422709996,11/14/2018,Tools - Selenium,Quality_Assurance,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01106,Loretta,Edwards,richard90@example.com,3/16/1975,F,3403320639,1/29/2017,Compliance - ISO27001,Cybersecurity,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01107,Daniel,Johnson,xsloan@example.net,11/4/1983,M,6983638235,2/19/2020,Data_Analysis - Python,Data_Analytics,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01108,Hailey,Walker,kevinjohnson@example.com,5/4/1965,F,4338476214,1/25/2022,CRM - Zendesk,Customer_Support,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01109,Jeffery,Martin,sarahhernandez@example.net,2/25/1986,M,3677694448,5/4/2016,Digital_Marketing - SEO,Sales_Marketing,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01110,Mckenzie,Morris,melindagay@example.net,11/6/1997,M,6861018440,5/10/2010,Penetration_Testing,Cybersecurity,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01111,Diane,Bean,pperry@example.org,2/26/1999,M,7704384888,12/13/2011,Stakeholder_Management,Product_Management,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01112,Meghan,Day,uwhite@example.com,6/4/1987,M,8534430021,9/18/2015,Compliance - ISO27001,Cybersecurity,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01113,Dustin,Turner,michael14@example.net,6/16/1961,M,3131607996,2/9/2015,Bug_Tracking,Quality_Assurance,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01114,Anna,King,thomasjoshua@example.com,12/2/1987,F,5364801034,6/12/2014,Digital_Marketing - SEM,Sales_Marketing,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01115,Jeffrey,Singleton,heather30@example.org,2/27/1982,M,9815902089,5/14/2019,Technical_Product_Knowledge,Sales_Marketing,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01116,Gordon,Carr,smithmelissa@example.org,9/3/1997,M,9081629423,11/17/2022,Risk_Management,Cybersecurity,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01117,Wendy,Molina,hayesaustin@example.org,7/2/1980,F,7268626307,12/15/2011,Version Control - Git,Software_Development,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01118,Cody,Stanton,danielcook@example.net,3/6/1980,M,8241605692,6/6/2016,Visualization - Tableau,Data_Analytics,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01119,Jose,Roy,gjordan@example.org,8/26/1970,M,6645019513,1/10/2023,Visualization - Power_BI,Data_Analytics,Manager,7,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01120,Rhonda,Strickland,wheelerjulie@example.org,2/14/1971,F,4104289640,10/30/2021,Financial_Reporting,Finance_Accounting,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01121,Shannon,Smith,brandi07@example.org,11/1/1960,M,2896003266,1/27/2011,Testing - Manual,Quality_Assurance,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01122,Thomas,Maxwell,bdaniels@example.net,7/16/1976,M,9883345040,6/10/2023,Recruitment - Interviewing,Human_Resources,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01123,Taylor,Cunningham,andre92@example.com,7/26/1960,M,6217117373,11/18/2021,Version Control - Git,Software_Development,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01124,Gary,Moore,jerry72@example.com,9/22/1981,M,6968727137,2/26/2010,Bug_Tracking,Quality_Assurance,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01125,Paul,Harris,rhess@example.net,12/17/1985,M,5259201541,12/26/2023,Visualization - Power_BI,Data_Analytics,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01126,Lori,Fernandez,cvalentine@example.org,6/12/1986,F,2157447191,7/1/2011,Cloud Platform - AWS,IT_Operations,Senior Associate,10,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01127,Courtney,Hawkins,marcolson@example.org,1/18/1979,F,1776959678,10/26/2019,Customer_Service - Voice,Customer_Support,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01128,Dylan,Olson,brettshields@example.com,11/19/1978,M,1878754343,3/4/2023,Visualization - Tableau,Data_Analytics,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01129,Heather,Reynolds,lucasho@example.net,1/4/1989,M,6952441017,7/25/2018,Data_Analysis - Python,Data_Analytics,Junior Associate,12,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01130,Timothy,White,davidzimmerman@example.org,5/18/1970,M,3979412818,3/9/2020,Customer_Service - Email,Customer_Support,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01131,Lisa,King,randyroberts@example.com,8/10/1999,F,8777359871,12/7/2016,Payroll_Management,Human_Resources,HR,8,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01132,Christina,Andersen,anthonymoody@example.org,7/6/1972,F,3078090394,5/16/2010,HRIS_Systems,Human_Resources,Tech Lead,9,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
E01133,Rebecca,Glass,alexander89@example.org,4/26/1981,F,8935502210,10/18/2013,Testing - Manual,Quality_Assurance,Associate,11,2026-07-05 19:43:49.381694,LCK_20260705_194349_XAJI0Y
